node_1,node_2
16343,20264
16343,21826
16343,45014
16343,10358
16343,16417
16343,28049
16343,2620
16343,30478
16343,4940
16343,12635
16343,43209
16343,36014
16343,24969
16343,15692
16343,9602
16343,5758
16343,36836
16343,1903
16343,28455
16343,45926
16343,23424
16343,23429
16343,20315
16343,16453
16343,21099
16343,30526
16343,40155
16343,31757
16343,36044
16343,8838
16343,10472
16343,6536
16343,17678
16343,34491
16343,8852
16343,403
16343,48945
16343,41807
16343,27329
16343,23452
16343,1190
16343,20342
16343,28130
16343,2718
16343,39911
16343,29741
16343,47528
16343,47193
16343,15762
16343,1209
16343,32141
16343,39379
16343,42654
16343,24152
16343,6322
16343,10383
16343,21077
16343,39390
16343,438
16343,14482
16343,22701
16343,8093
16343,11979
16343,41842
16343,34746
16343,39404
16343,21179
16343,29778
16343,26633
16343,7322
16343,36927
16343,50220
16343,1990
16343,19629
16343,29788
16343,19631
16343,26643
16343,46851
16343,25090
16343,31402
16343,45196
16343,13501
16343,26381
16343,18854
16343,8185
16343,21987
16343,482
16343,36959
16343,4307
16343,32208
16343,50505
16343,17302
16343,9746
16343,30651
16343,43548
16343,17312
16343,32455
16343,50244
16343,14307
16343,46072
16343,7719
16343,13543
16343,36183
16343,10552
16343,8164
16343,21245
16343,47744
16343,49440
16343,9773
16343,10555
16343,8169
16343,12813
16343,29034
16343,12067
16343,2065
16343,16608
16343,29869
16343,20484
16343,48637
16343,4370
16343,18151
16343,28526
16343,6708
16343,37044
16343,31486
16343,27491
16343,48654
16343,3640
16343,33896
16343,40367
16343,9194
16343,9826
16343,47788
16343,11350
16343,11351
16343,20165
16343,35469
16343,46157
16343,39545
16343,34597
16343,26762
16343,45324
16343,23602
16343,604
16343,11358
16343,15177
16343,33933
16343,25236
16343,39569
16343,14416
16343,9899
16343,37917
16343,46250
16343,45353
16343,47847
16343,42908
16343,21348
16343,5999
16343,23673
16343,23675
16343,46212
16343,12906
16343,5240
16343,33153
16343,23680
16343,759
16343,20568
16343,31673
16343,35528
16343,37811
16343,16199
16343,44534
16343,47889
16343,37158
16343,23708
16343,43721
16343,38810
16343,16010
16343,29998
16343,19329
16343,41287
16343,28391
16343,9141
16343,46267
16343,8695
16343,3747
16343,22164
16343,43936
16343,12960
16343,44569
16343,25321
16343,7575
16343,4346
16343,7881
16343,18462
16343,41320
16343,28428
16343,6080
16343,5802
16343,14253
16343,20633
16343,48791
16343,26870
16343,36353
16343,1470
16343,34831
16343,19138
16343,33825
16343,42133
16343,50472
16343,17525
16343,838
16343,22999
16343,50480
16343,14534
16343,10755
16343,27666
16343,13600
16343,41353
16343,28461
16343,32472
16343,6107
16343,7609
16343,35622
16343,41361
16343,38888
16343,26152
16343,18322
16343,36388
16343,42983
16343,29451
16343,21409
16343,27927
16343,31686
16343,42998
16343,10787
16343,17572
6,50150
6,43140
6,33508
6,15892
6,44094
6,26705
6,48101
7,3471
7,9909
55,46700
55,1872
55,41352
55,46943
55,38647
55,28289
55,2572
55,28412
55,11273
55,14774
55,32172
9,28716
9,38554
9,48137
9,20717
9,28606
9,47986
9,38028
9,45508
9,7675
9,16934
9,26094
9,40476
9,18370
9,28872
9,5239
9,32927
41640,2014
41640,45106
41640,14119
41640,6461
41640,14355
41640,41366
41640,9934
41640,25318
41640,48985
41640,12472
41640,11292
41640,3499
41640,2113
41640,17884
41640,7994
41640,32281
41640,17263
41640,44062
41640,21306
41640,24056
41640,23484
10,16992
10,8069
10,26089
10,41920
10,5233
10,13072
10,21908
10,21765
10,19765
10,23326
10,24111
10,752
10,15111
10,43940
10,7872
10,44479
10,4500
10,39355
10,261
10,24197
11,12397
11,7124
11,40786
11,9090
11,27948
11,3266
11,25932
11,98
11,12063
11,47756
11,43985
11,10657
11,10893
11,47256
11,44408
11,14743
11,24614
11,12080
11,49239
11,6000
11,40692
11,10788
12,9343
12,22624
12,27969
12,19310
12,42787
13,35730
14,37558
14,26600
14,13545
14,7124
14,40786
14,45317
14,17195
14,11680
14,3266
14,5636
14,10416
14,18388
14,30370
14,5237
14,14628
14,29857
14,31074
14,38073
14,39289
14,38607
14,14169
14,7801
14,42803
14,1174
14,35357
14,28839
14,13708
14,50392
14,10471
14,21259
14,42621
14,31082
14,10733
14,38681
14,9015
14,16925
14,28019
14,45599
14,48405
14,535
14,20090
14,45958
14,35009
14,33542
14,13434
14,15992
14,42983
14,43985
14,45912
14,5711
14,33631
14,39813
14,33120
14,50145
14,22949
14,27682
14,46002
14,40692
14,27171
14,7680
14,29900
14,12650
14,13078
14,37042
14,44756
14,31268
14,32390
14,34310
14,32444
14,29165
14,117
14,23951
14,24111
14,38952
14,49348
14,41294
14,43423
14,5082
14,49779
14,26314
15,44031
15,41435
15,12260
15,37614
15,7257
15,38429
15,2573
15,6380
15,2233
15,12752
15,43577
15,43248
15,49606
15,24400
15,47695
15,48244
15,41940
15,49199
15,18760
15,43677
15,2110
15,39257
15,13871
15,49446
15,30408
16,20939
16,38790
16,18567
16,48246
16,30916
16,45065
16,44046
16,33210
16,16196
16,6357
16,15706
17,37638
18,23669
18,47238
18,34368
18,23236
18,46978
18,41103
18,6237
18,9775
18,31075
18,7901
18,30501
18,1550
18,1390
18,36419
18,36374
18,8939
18,40906
18,12282
18,47669
18,45735
18,13010
18,44518
18,43621
18,16591
18,5312
18,36588
18,30841
18,9543
18,33831
18,3143
18,2556
18,40496
18,38381
18,1811
18,3730
18,37503
18,41123
18,29429
18,31990
44321,16864
44321,39841
44321,3275
44321,33907
44321,24635
44321,45309
44321,4625
44321,16016
44321,41951
44321,30485
44321,14822
44321,2881
44321,11360
44321,46469
44321,34895
44321,19072
44321,27031
44321,15259
44321,35995
19,3073
19,19251
19,32906
19,24783
19,3875
19,8479
19,43366
19,7855
19,43731
19,30082
19,41888
19,20815
19,23884
19,29153
19,46733
19,9597
19,32733
19,29359
19,14456
19,20260
19,27342
19,29996
19,6132
20,42909
22,4971
22,23669
22,39119
22,40571
22,22137
22,49581
22,31799
22,38770
22,16455
22,4881
22,6908
22,5566
22,46978
22,41103
22,919
22,21105
22,9775
22,7750
22,18264
22,34533
22,45367
22,1550
22,13843
22,13348
22,50186
22,39904
22,7249
22,9786
22,22702
22,4404
22,26390
22,43621
22,37078
22,9938
22,15684
22,38895
22,19523
22,2954
22,23236
22,28126
22,5158
22,34348
22,20254
22,14403
22,46401
22,49205
22,3759
22,44836
22,44962
22,33089
22,30957
22,33422
22,3680
22,38381
22,50106
22,19240
22,11567
22,25249
22,10869
22,50290
22,14220
22,33831
22,25397
22,31990
23,7744
23,37268
23,32750
23,5228
23,27109
23,32001
23,15576
23,50070
23,39234
23,30476
23,47801
23,10607
23,23199
23,45946
23,37128
23,11839
23,45444
23,44511
23,6828
23,27969
23,42357
23,16517
23,7226
23,14814
23,24720
23,28753
23,30236
23,19280
23,28124
23,25630
23,47606
23,22363
23,43344
23,43342
23,23513
23,6704
23,30183
23,44426
23,3631
23,25499
23,35813
23,36481
23,46710
23,49879
23,31202
23,47439
24,9180
24,11050
24,3467
24,7793
24,30269
24,919
24,31651
24,30218
24,3112
24,1547
24,33526
24,27312
24,18355
24,42450
24,32215
24,16517
24,37638
24,43598
24,43247
24,11461
24,11345
24,23939
24,46954
24,34557
24,20435
24,9104
24,7442
24,41567
24,3867
24,42076
25,24638
25,36845
25,13364
25,34768
25,39019
25,24632
25,24646
25,3649
25,47403
25,7591
25,24155
25,48141
25,45965
25,32162
25,2938
25,35682
25,7099
25,28126
25,1346
25,23701
25,33401
25,3143
25,18517
25,43904
25,27934
25,12610
25,25440
25,20176
26,22197
26,15820
26,6520
26,6315
26,16331
26,27337
26,16648
26,5828
26,27031
26,37276
26,34332
26,8831
26,46622
26,7561
26,1312
26,44658
26,44402
26,32313
26,29960
26,29995
26,3134
26,41258
26,40684
26,16787
26,13428
26,14584
26,6598
26,37808
26,31969
26,18083
26,10135
26,15035
26,306
26,15205
26,46338
26,39460
26,12973
26,3397
26,12734
26,48047
26,48572
26,793
26,36166
26,41227
26,13711
26,43294
26,17741
26,20939
26,32438
26,22929
26,50244
26,20091
26,20848
26,9292
26,40834
26,25245
26,17513
26,44802
26,40404
26,32903
26,24534
27,181
27,24429
27,49549
27,22956
27,26372
27,46877
28,35301
28,4781
28,29378
28,7108
28,3649
28,50474
28,14472
28,28261
28,351
28,17511
28,36536
28,22555
28,41942
28,11360
28,30500
28,2161
28,15169
28,6026
28,27868
28,2488
28,30844
28,16171
28,49783
28,43597
28,34151
28,17895
28,36065
28,24918
28,15112
28,320
28,38370
28,23799
28,9078
28,47732
28,49052
28,40182
28,45716
28,33841
28,14963
29,15688
29,38714
29,18843
29,6821
29,35832
29,27816
29,35711
29,20361
29,19495
29,314
29,12114
29,26566
29,31411
29,23479
29,20645
29,7036
29,2525
29,8002
29,34328
29,28406
29,41590
29,7266
29,24015
29,3749
29,45781
29,13571
29,39037
29,37536
29,13295
29,29
29,5483
29,13255
29,24916
29,41576
29,367
29,48489
29,33248
29,7022
29,50414
29,40551
29,36499
29,45351
29,9914
186,11724
186,5949
186,15708
186,7591
186,49609
186,22486
186,38720
186,915
186,13225
186,1916
186,7169
186,33661
186,23327
186,35509
186,10172
186,1593
186,42979
186,40112
186,22296
186,44342
186,9646
186,10501
186,15065
186,20809
186,44971
186,32520
186,23541
186,30065
186,1888
186,43566
186,21897
186,17169
186,21267
186,1740
186,30120
186,9790
186,16032
186,2296
186,3266
186,40329
186,38623
186,14585
186,306
186,15205
186,28852
186,32478
186,45328
186,39019
186,35920
186,1850
186,13579
186,8649
186,30579
186,10338
186,25489
186,25633
186,23701
186,25477
186,23161
186,35181
186,46775
186,26302
186,38028
186,37449
186,49307
186,27267
186,15016
186,46633
186,30405
186,47722
186,36237
186,36843
186,2852
186,10786
186,30093
186,9026
186,27653
186,31951
186,47764
186,43819
186,5213
32037,14616
32037,19934
32037,36459
32037,45196
32037,21245
32037,6093
32037,37722
32037,25258
32037,32141
32037,39379
32037,1778
32037,2193
32037,8301
32037,36859
32037,31414
32037,32660
32037,22119
32037,5556
32037,27421
32037,5922
32037,34597
32037,20730
32037,8690
32037,23949
32037,21836
32037,45218
32037,32061
32037,50236
32037,30895
32037,49258
32037,43085
32037,18151
32037,17646
32037,14666
32037,23946
32037,48057
32037,46022
32037,45259
32037,46851
32037,10966
32037,25588
32037,36353
32037,49801
32037,1158
32037,2568
31,28000
31,8040
31,30005
31,33915
31,49022
31,6057
31,11421
31,23490
31,47762
31,32265
31,27718
31,3194
31,24847
31,45470
31,8172
31,3484
31,42458
31,41073
31,17236
31,29298
31,26953
31,11030
31,16935
31,8697
31,50150
31,7675
31,10800
31,38051
31,25078
31,45340
31,14146
31,2314
31,3311
31,45104
31,48703
31,21722
32,24309
32,21114
33,15941
33,41998
33,31167
33,46573
33,14490
33,19055
33,44541
33,6970
33,7675
33,19467
33,12867
33,298
33,25261
33,31616
33,26234
33,756
33,32334
33,21261
34,33749
34,18831
34,20084
34,31748
34,45356
34,518
34,42543
34,13928
34,3423
34,34370
34,972
34,40795
34,13354
34,37439
34,5643
34,12578
34,8931
34,40109
34,26269
34,14033
34,49973
34,47913
34,28972
34,34893
34,20505
34,23436
34,39690
34,8434
34,41052
34,43327
34,17590
34,29570
34,18129
34,33268
34,20242
34,20199
34,6161
34,15085
34,25501
34,41998
34,29458
34,29297
34,22494
34,45585
34,5886
34,17266
34,27399
34,16847
34,21810
34,31980
34,24216
34,21125
34,1617
34,27814
34,49066
34,38497
34,13482
34,39681
34,39926
34,33179
34,41041
34,11465
34,29030
34,41230
34,16277
34,3755
34,9078
34,44035
34,42082
34,18880
34,46603
34,48646
34,46901
34,21813
34,48744
34,44478
34,47379
34,48794
34,47229
34,24635
34,21197
34,5538
34,28726
34,44011
34,9626
35,8421
35,19934
35,32906
35,35251
35,32701
35,21294
35,49493
35,37471
35,19362
35,41785
35,36859
35,14576
35,47686
35,15531
35,28106
35,32111
35,4294
35,34280
35,10184
35,17770
35,8093
35,48260
35,38624
35,34597
35,27515
35,41524
35,38810
35,10472
35,4037
35,20198
35,1128
35,15897
35,13501
35,1888
35,43826
35,43858
35,28130
35,20165
35,46598
35,11358
35,15177
35,37439
35,23850
35,36658
35,38526
35,2718
35,38330
35,17045
35,33030
35,29741
35,31358
35,47193
35,6368
35,7292
35,47440
35,31363
35,4441
35,49609
35,4346
35,5999
35,53
35,13818
35,42438
35,32141
35,39379
35,28926
35,46212
35,12906
35,20264
35,1018
35,7699
35,9532
35,34061
35,18322
35,39390
35,43209
35,22701
35,2293
35,32765
35,9486
35,31187
35,35924
35,41842
35,8690
35,43283
35,45788
35,11204
35,48095
35,20581
35,1799
35,36927
35,26072
35,1990
35,10099
35,14666
35,25707
35,24110
35,46022
35,26643
35,43721
35,46851
35,30405
35,5069
35,29998
35,23827
35,25090
35,36511
35,18634
35,9918
35,28202
35,2568
35,21779
35,47823
35,1826
35,39130
35,13090
35,32614
35,42908
35,43248
35,36752
35,31245
35,22164
35,47313
35,34377
35,21245
35,15839
35,2386
35,2390
35,10904
35,32478
35,44534
35,9746
35,30646
35,44657
35,27821
35,18462
35,41320
35,28428
35,39349
35,21816
35,17309
35,50372
35,42133
35,20633
35,39369
35,7021
35,46250
35,25981
35,33485
35,36353
35,21826
35,39058
35,13543
35,10552
35,271
35,1266
35,41513
35,21731
35,28049
35,50472
35,10555
35,36363
35,5353
35,8758
35,41737
35,29857
35,46519
35,14327
35,49926
35,32660
35,4940
35,12635
35,14930
35,46832
35,10755
35,5140
35,29448
35,28461
35,47976
35,43566
35,37329
35,39082
35,41361
35,46184
35,38888
35,12813
35,48151
35,3698
35,2071
35,40918
35,31673
35,24308
35,3745
35,38692
35,45328
35,16608
35,33649
35,20124
35,8389
35,167
35,42580
35,36836
35,14616
35,21278
35,31686
35,38123
35,27491
35,32294
35,49906
35,48654
35,43819
214,50255
214,25505
214,35012
214,42284
214,489
214,21351
214,19888
214,37429
214,40547
214,49656
214,33723
214,38336
214,10476
214,49405
214,46452
214,18864
214,24662
214,12290
214,21909
214,36776
214,41591
214,32787
214,49316
214,27989
214,37602
214,6939
214,10078
214,47925
214,8709
38,42892
38,33318
38,24739
38,10875
38,16906
38,17854
38,15016
38,49197
38,3875
38,15236
38,22908
38,22160
38,44045
38,9572
38,19158
38,34282
38,46523
38,26467
38,1888
38,18129
38,15353
38,30677
38,47870
38,49618
38,37388
38,30646
38,46775
38,22684
38,42232
38,30500
38,25907
38,22767
38,12595
38,5886
38,38364
38,32478
38,43079
38,21909
38,27574
38,10390
38,50231
38,2856
38,39746
38,29528
38,44629
38,26687
38,10914
38,5727
38,31717
38,1865
38,6970
38,13644
38,40141
38,25091
38,13455
38,44960
24594,20781
24594,20589
24594,12032
24594,23310
24594,25644
24594,9108
24594,29334
40,41774
40,27495
40,20316
40,787
40,46563
40,21682
40,17969
40,39955
40,37670
40,15931
40,26944
40,24603
40,40378
40,23047
40,4030
40,13932
40,6334
40,12507
40,29720
40,43424
40,24702
40,40387
40,49092
40,45329
40,26735
40,26959
40,18571
40,2978
40,29736
40,44474
40,22102
40,46607
40,24228
40,48193
40,37102
40,36458
40,16689
40,9088
40,36669
40,48068
40,10287
40,32750
40,13540
40,13643
40,39582
40,43457
40,27158
40,7893
40,431
40,34730
40,40517
40,18797
40,5645
40,914
40,24154
40,11795
40,44924
40,37733
40,38988
40,29570
40,1605
40,9175
40,44245
40,42628
40,29577
40,37489
40,37746
40,19336
40,17226
40,12729
40,3134
40,12191
40,30570
40,11802
40,46841
40,48099
40,15044
40,13863
40,27984
40,23509
40,35131
40,6040
40,50413
40,7731
40,21570
40,3359
40,33410
40,43309
40,18540
40,10230
40,36459
40,9053
40,19037
40,9715
40,22154
40,34370
40,48968
40,11183
40,43933
40,35766
40,24705
40,43119
40,30749
40,41881
40,31031
40,3721
40,26466
40,4506
40,30641
40,46271
40,34004
40,29190
40,22954
40,23961
40,36120
40,300
40,49833
40,24829
40,48356
40,9595
40,7373
40,9742
40,50037
40,30441
40,8146
40,35256
40,22968
40,7776
40,49847
40,11699
40,19076
40,16232
40,20077
40,18102
40,20078
40,16410
40,43269
40,6087
40,20835
40,31602
40,36499
40,50254
40,34824
40,41334
40,31646
40,42543
40,25903
40,46479
40,46707
40,20462
40,43569
40,37424
40,7397
40,12270
40,26205
40,8582
40,26210
40,45258
40,30878
40,22047
40,30482
40,16256
40,26836
40,8993
40,25612
40,10379
40,26341
40,47770
40,42622
40,3438
40,25911
40,1132
40,3029
40,7050
40,160
40,46117
40,22046
40,2650
40,32283
40,25380
40,14955
40,16277
40,46552
40,11713
40,20897
40,36220
40,17003
40,5944
40,39313
40,40781
40,5396
40,26543
41,41917
41,25791
41,46876
41,8133
41,14839
41,21093
41,21722
42,49831
42,2980
42,6951
43,11506
43,31025
43,31409
43,8185
43,49020
43,26188
43,27852
43,17206
43,24247
43,31132
43,24844
43,41998
43,22766
43,39036
43,14182
43,19231
43,3294
43,16892
43,4472
43,3715
43,29528
43,46247
43,3733
33041,2824
33041,44922
33041,13222
33041,45426
33041,3370
33041,22684
33041,2007
33041,28495
33041,3649
33041,13644
33041,9973
33041,46087
33041,243
33041,48049
33041,43015
33041,6492
33041,18265
33041,391
33041,41052
33041,3759
33041,42606
33041,166
33041,1248
33041,40115
33041,9187
33041,46627
33041,28264
33041,43415
33041,4028
33041,34282
33041,16966
33041,47870
33041,46051
33041,6489
33041,30646
33041,39032
33041,26188
33041,28795
33041,45549
33041,45837
33041,27268
33041,15941
33041,22766
33041,10569
33041,12595
33041,19223
33041,32276
33041,27868
33041,42211
33041,735
33041,22061
33041,11399
33041,33824
33041,3875
33041,24687
33041,21125
33041,11169
33041,46343
33041,47382
33041,34151
33041,7675
33041,36886
33041,27874
33041,30396
33041,24449
33041,9313
33041,33600
33041,16577
33041,19167
33041,39210
33041,30500
33041,28716
33041,31355
33041,49833
33041,11473
33041,13406
33041,41030
33041,33986
33041,39737
33041,24170
33041,10042
33041,42232
33041,3064
33041,13455
33041,1888
45,49798
45,16337
45,18929
45,35295
46,36626
46,15368
46,38536
46,29790
46,21492
46,34846
46,36795
46,46770
46,31470
46,12113
46,39216
46,25758
46,46176
46,20905
46,15938
46,40303
46,23120
46,15058
46,25341
46,37133
46,35027
47,11409
47,34768
47,45663
47,5686
47,14707
47,14043
47,39526
47,22590
16350,30104
16350,6906
16350,10417
16350,7650
16350,40375
16350,10607
16350,4030
16350,13063
16350,10975
16350,31523
16350,25023
16350,31933
16350,42661
16350,28124
16350,36886
16350,35813
16350,2502
16350,49957
16350,14419
16350,27546
16350,15576
16350,10462
16350,6768
16350,32760
16350,46627
16350,44104
16350,45375
16350,37128
16350,44511
16350,10665
16350,18035
16350,1226
16350,14814
16350,44732
16350,49778
16350,29934
16350,44338
16350,23509
16350,23513
16350,48188
16350,25499
16350,274
16350,1873
16350,38388
16350,19245
16350,15059
16350,37557
16350,7340
16350,25301
16350,24097
16350,32001
16350,25099
16350,5288
16350,39237
16350,4506
16350,32750
16350,13710
16350,11839
16350,49017
16350,2588
16350,38188
16350,6828
16350,25120
16350,16567
16350,46289
16350,47606
16350,25134
16350,36481
16350,44800
16350,43923
16350,19091
16350,22985
16350,44390
16350,49644
16350,29436
16350,46710
16350,28831
16350,5913
16350,45030
16350,12065
16350,23199
16350,49879
16350,14130
16350,2883
16350,38886
16350,42357
16350,7226
16350,40757
16350,19126
16350,29464
16350,45572
16350,564
16350,3631
49,24484
49,38658
49,6269
49,7941
49,23131
49,25304
49,43624
49,27660
49,10841
49,822
49,47308
49,34436
49,47955
49,36199
49,28561
49,21802
49,41048
49,5825
49,27335
49,19819
49,4005
49,36510
50,1497
50,12816
50,46443
50,46806
51,26973
51,36903
51,27546
51,44390
51,49644
51,34921
51,12058
51,44551
51,36356
51,46710
51,14222
51,40375
51,22363
51,23513
51,49879
51,46318
51,24508
51,22647
51,23499
51,30183
51,40225
51,25023
51,28124
51,3909
51,36886
51,21563
51,38639
51,39205
51,11699
51,43342
51,26249
51,6828
51,47606
51,3631
51,25499
51,39628
51,40990
51,32794
52,8750
52,20085
52,948
52,33406
52,2815
52,24004
52,3351
52,46670
52,43849
52,27969
52,29916
53,27821
53,26927
53,43116
53,93
53,2882
53,38285
53,8391
53,25350
53,37373
53,50119
53,9556
53,31602
53,24596
53,41737
53,37329
53,8213
53,46267
53,34946
53,7815
53,49236
53,30673
53,1603
53,26944
53,31659
53,5512
53,40472
53,27718
53,14538
53,12129
53,41796
53,8690
53,18833
53,47770
53,33767
53,2390
53,33649
53,39201
53,27495
53,1799
53,40715
53,23657
53,7624
53,26465
53,24577
53,32587
53,48213
53,35695
53,23948
53,31686
53,26643
53,43287
53,49118
53,33791
53,36607
53,17045
53,30660
53,46703
54,6618
54,9255
54,16517
54,17195
54,11301
54,43165
54,39839
54,1454
54,5830
54,36863
54,50392
54,24065
54,46588
54,48405
54,19665
54,27965
54,38044
54,44460
54,25863
54,44169
54,38207
54,26910
54,9699
54,33396
54,29992
54,31268
54,41351
54,36458
54,18522
54,6662
54,11134
54,8709
8,18540
8,36902
8,27353
8,6669
8,46305
8,15620
8,20510
8,14771
8,21149
8,27495
8,23479
8,45363
8,14438
8,1887
8,3019
8,14100
8,16971
8,15492
8,31548
8,7776
8,42622
8,8797
8,48142
8,7917
8,19385
8,44418
8,47217
8,8104
8,35256
8,39713
8,8640
8,44743
8,50504
8,37887
8,13932
8,49833
8,44751
8,23294
8,47737
8,44800
8,38391
8,38988
56,39633
56,5671
56,41437
56,39630
56,28795
56,21169
56,5163
57,27877
57,46114
33042,16926
33042,25078
33042,37078
33042,47877
33042,31877
33042,662
33042,27041
33042,9643
33042,27868
33042,20194
33042,16675
33042,41544
33042,16749
59,13130
59,41925
59,13258
59,15557
59,26466
59,21360
59,20106
59,46989
59,29512
59,24160
59,1292
59,31089
59,19912
59,35685
59,37086
59,17408
59,1090
59,23109
59,31056
59,1863
59,45127
59,41238
59,3154
60,33697
60,29293
60,29423
60,46055
60,49404
61,19145
61,21724
61,11291
61,40407
61,5731
61,2775
61,26939
61,33523
61,47790
61,6436
61,50133
61,49293
61,4995
61,1348
61,24957
61,46533
61,46233
61,19673
61,11072
61,14750
61,1098
61,461
61,19632
61,31456
61,21716
61,40958
61,46502
61,38569
62,47193
62,10358
62,7122
62,28922
62,2568
62,982
62,6093
62,12750
62,17659
62,13415
62,16672
62,23037
62,32512
62,5291
62,10020
62,19259
62,13137
62,31414
62,32660
62,16916
62,1073
62,9602
62,26892
62,22164
62,32208
62,32370
62,6333
62,25059
62,41361
62,37390
62,7719
62,22760
62,2348
62,11204
62,25321
62,50187
62,50341
62,45259
62,604
62,7531
62,22413
62,46098
62,49987
62,18151
62,14666
62,1687
62,27951
62,32995
62,9810
62,13123
62,45922
62,15808
62,29540
62,36353
62,8815
62,50301
63,18540
63,1423
63,38665
63,8982
63,44924
63,38049
63,30479
63,30516
63,14381
63,46627
63,23643
63,49017
63,33224
63,15262
63,16668
63,8063
63,46117
63,46740
63,36444
63,29535
63,27989
63,30658
63,13406
63,12480
63,36499
63,12897
64,22377
64,49433
64,18598
64,7003
64,2826
64,48425
64,5546
64,28446
64,1679
64,2331
64,14217
64,41248
64,31809
64,994
64,37516
64,1017
64,27023
64,33861
64,580
64,44504
64,368
64,10993
64,437
64,46770
64,42808
64,725
64,45196
64,5833
64,16390
64,28964
64,7708
64,21802
64,10742
64,44781
64,14451
64,4413
64,4956
64,34017
64,39923
64,36712
64,42504
64,36282
64,11316
64,23610
64,43868
64,28479
64,16183
64,23710
64,40355
64,32753
64,11425
64,38757
64,47118
64,15825
64,46909
64,27013
64,38968
64,39077
65,16644
65,36103
65,14221
65,18145
65,22103
65,45602
65,7598
66,5388
66,33415
66,546
66,10508
66,6049
66,45124
66,3694
66,37580
66,3967
66,41494
66,36458
66,17544
67,35569
67,49876
67,19714
67,38183
67,25373
67,19018
67,46947
67,39715
67,35599
33043,2922
33043,31537
33043,45568
45566,27700
45566,6520
45566,43832
45566,2285
45566,36242
45566,44746
45566,40805
45566,22860
45566,36245
45566,43232
45566,24627
45566,19168
45566,17996
45566,4230
45566,29522
45566,4337
45566,12879
45566,23845
45566,41230
45566,17790
45566,416
45566,34308
45566,19185
45566,12344
45566,48701
45566,272
45566,21346
45566,1963
45566,2521
45566,14629
45566,36480
45566,35292
45566,11025
45566,42865
45566,42866
45566,3135
45566,49787
45566,46836
45566,22720
45566,48110
45566,11425
45566,25881
45566,21197
45566,655
45566,4874
45566,13688
45566,25883
45566,50145
45566,28393
45566,49392
45566,16017
45566,44138
45566,1061
45566,43738
45566,42543
45566,43526
45566,6061
